Work_Order,Description,Location,Location_Normalized,Asset,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site
23-54045,REPLACE GASKETS,1800,1800,,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 3:00 AM,2024-04-23T03:00:00.000Z,5-27-24 9:55 AM,2024-05-27T09:55:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54044,GATHER ALL ACCESS DOORS,1800,1800,,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-27-24 9:55 AM,2024-05-27T09:55:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54043,1800 - PREPARE ACCESS COVERS - DR01,1800,1800,,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:55 AM,2024-05-27T09:55:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54042,SCREW CONVEYOR PM,CV-1824,CV-1824,1428,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:51 AM,2024-05-27T09:51:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54041,CV-1824 - MECHANICAL PM,CV-1824,CV-1824,1428,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:51 AM,2024-05-27T09:51:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54040,CENTRIFUGAL BLOWER PM,BL-1824,BL-1824,1294,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-27-24 9:57 AM,2024-05-27T09:57:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54039,BL-1824 - MECHANICAL PM,BL-1824,BL-1824,1294,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 9:57 AM,2024-05-27T09:57:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54038,LUBRICATE ETC. & RE-TRY AS REQUIRED.,HY-84308,HY-84308,2717,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54037,CYCLE DAMPER,HY-84308,HY-84308,2717,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54036,INSPECT DAMPER EXTERNALLY/INTERNALLY FOR BUILDUP CLEAN AS REQUIRED,HY-84308,HY-84308,2717,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54035,TEST BEFORE DRYER RE-START,HY-84308,HY-84308,2717,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54034,HY-84308 DRYER D GAS RECYCLE DAMPER PM DR04,HY-84308,HY-84308,2717,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54033,MONTHLY VIBRATION CHECK,CHATHAM,CHATHAM,,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,1-29-24 11:00 AM,2024-01-29T11:00:00.000Z,2-7-24 6:52 AM,2024-02-07T06:52:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-54032,VIBRATION ANALYSIS,CHATHAM,CHATHAM,,,,1-1-24 1:49 AM,2024-01-01T01:49:00.000Z,1-28-24 12:00 AM,2024-01-28T00:00:00.000Z,2-7-24 6:52 AM,2024-02-07T06:52:00.000Z,4,4,,PD,CLOSE,Y,N,NO,CHATHAM
23-54031,DRYER CYCLONE CLEAN OUT,1840,1840,,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:53 AM,2024-05-27T09:53:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54030,DR-1801D DRYER PM CYCLONE CLEANING DR02,1840,1840,,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 3:00 AM,2024-04-23T03:00:00.000Z,5-27-24 9:53 AM,2024-05-27T09:53:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54029,SC-1301 MECHANICAL CHECKS,SC-1301,SC-1301,4868,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 1:00 AM,2024-01-29T01:00:00.000Z,2-1-24 5:22 PM,2024-02-01T17:22:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54028,SC-1301 - MECHANICAL CHECKS,SC-1301,SC-1301,4868,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 1:00 AM,2024-01-29T01:00:00.000Z,1-29-24 1:00 AM,2024-01-29T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-54027,Remove locks and start up,SE-2101,SE-2101,4876,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 12:10 AM,2024-01-29T00:10:00.000Z,2-1-24 5:22 PM,2024-02-01T17:22:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54026,Pump 1 - 2 shots of grease in drive head bearings,SE-2101,SE-2101,4876,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 12:10 AM,2024-01-29T00:10:00.000Z,2-1-24 5:22 PM,2024-02-01T17:22:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54025,Pump 1 - 2 shots of grease in crankpin bearing,SE-2101,SE-2101,4876,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 12:10 AM,2024-01-29T00:10:00.000Z,2-1-24 5:22 PM,2024-02-01T17:22:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54024,Get operations to shut down separator and lock out,SE-2101,SE-2101,4876,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 12:15 AM,2024-01-29T00:15:00.000Z,2-1-24 5:22 PM,2024-02-01T17:22:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54023,SE-2101- CRANKSHAFT GREASING,SE-2101,SE-2101,4876,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 1:00 AM,2024-01-29T01:00:00.000Z,1-29-24 1:00 AM,2024-01-29T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-54022,ACCULOAD SCULLY CABLE BI-WEEKLY PM,FQIC-2203,FQIC-2203,7138,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-26-24 12:30 AM,2024-01-26T00:30:00.000Z,1-26-24 3:08 PM,2024-01-26T15:08:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54021,ACCULOAD SCULLY CABLE -PM SERVICE,FQIC-2203,FQIC-2203,7138,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-26-24 12:30 AM,2024-01-26T00:30:00.000Z,1-26-24 12:30 AM,2024-01-26T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-54020,ROTARY VALVE DRIVE INSPECTION,RV-2101,RV-2101,4864,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-16-24 10:09 AM,2024-05-16T10:09:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54019,RV-2101 - MECHANICAL PM,RV-2101,RV-2101,4864,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-16-24 10:09 AM,2024-05-16T10:09:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54018,GEARBOX  P.M.,RV-1802,RV-1802,4855,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,7-8-24 1:45 PM,2024-07-08T13:45:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54017,GEARBOX OIL CHANGE - GENERAL TASK,RV-1802,RV-1802,4855,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,7-8-24 1:45 PM,2024-07-08T13:45:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54016,RV-1802 - GEARBOX OIL CHANGE,RV-1802,RV-1802,4855,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,7-8-24 1:45 PM,2024-07-08T13:45:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54015,BASE BOLTS,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54014,MOTOR,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54013,CHECK AD6 INPUT SHAFT FOR OIL LEAKAGE,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54012,CHECK OIL LEVEL IN SEW DRIVE GEARBOX,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54011,INSPECT WRAP-FLEX COUPLINGS (2),MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54010,CHECK MIXER SHAFT PACKING GLANDS,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54009,INSPECT DRIVE BELTS ON SEW DRIVE,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54008,INSPECT MIXER INTERNALS,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54007,SAFETY,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54006,MX-1801D - MECHANICAL PM,MX-1801D,MX-1801D,3569,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 10:43 AM,2024-05-27T10:43:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54005,MX-1745 COUPLING 6M REGREASING & PM,MX-1745,MX-1745,3567,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,2-1-24 11:30 AM,2024-02-01T11:30:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54004,MIXER GEARBOX 6 MONTH OIL CHANGE,MX-1745,MX-1745,3567,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,2-1-24 11:30 AM,2024-02-01T11:30:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54003,SPROUT-MATADOR DOUBLE AGITATOR MIXER P.M.,MX-1745,MX-1745,3567,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,2-1-24 11:30 AM,2024-02-01T11:30:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-54002,MX-1745 - MECHANICAL PM,MX-1745,MX-1745,3567,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,2-1-24 11:30 AM,2024-02-01T11:30:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-54001,WEEKLY JOHN DEER SKID STEER INSPECTION,MTC-006,MTC-006,7050,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 12:45 AM,2024-01-29T00:45:00.000Z,1-29-24 10:04 AM,2024-01-29T10:04:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-54000,SKID STEER - PM SERVICE,MTC-006,MTC-006,7050,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-29-24 12:45 AM,2024-01-29T00:45:00.000Z,1-29-24 1:00 AM,2024-01-29T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-53999,K-3301A/B AIR COMPRESSOR 500 HR/ MONTHLY PM,K-3301B,K-3301B,6670,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-28-24 12:30 AM,2024-01-28T00:30:00.000Z,2-9-24 6:53 AM,2024-02-09T06:53:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-53998,K-3301B - OIL SAMPLE,K-3301B,K-3301B,6670,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-28-24 12:30 AM,2024-01-28T00:30:00.000Z,2-9-24 6:53 AM,2024-02-09T06:53:00.000Z,4,4,,PD,CLOSE,Y,N,NO,CHATHAM
23-53997,K-3301A/B AIR COMPRESSOR 500 HR/ MONTHLY PM,K-3301A,K-3301A,6669,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-28-24 12:30 AM,2024-01-28T00:30:00.000Z,2-9-24 6:53 AM,2024-02-09T06:53:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-53996,K-3301A - OIL SAMPLE,K-3301A,K-3301A,6669,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,1-28-24 12:30 AM,2024-01-28T00:30:00.000Z,2-9-24 6:53 AM,2024-02-09T06:53:00.000Z,4,4,,PD,CLOSE,Y,N,NO,CHATHAM
23-53995,DRYER C/D INTERNAL INSPECTION,DR-1801D,DR-1801D,,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,6-20-24 2:14 PM,2024-06-20T14:14:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53994,DR-1801D INTERNAL CHECK - PM SERVICE DR02,DR-1801D,DR-1801D,,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 3:00 AM,2024-04-23T03:00:00.000Z,6-20-24 2:14 PM,2024-06-20T14:14:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53993,DRYER D SNUFFING STEAM VALVE 12 WEEK  PM,TV-84208,TV-84208,5902,,,1-1-24 1:48 AM,2024-01-01T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,6-24-24 9:18 AM,2024-06-24T09:18:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53992,TV-84208 SNUFFING STEAM VALVE - PM SERVICE DR04,TV-84208,TV-84208,5902,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,6-24-24 9:18 AM,2024-06-24T09:18:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53991,SPARK DETECTOR  PM,1840,1840,,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-27-24 9:55 AM,2024-05-27T09:55:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53990,1840 - SPARK DETECTOR PM SERVICE DR04,1840,1840,,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-27-24 9:55 AM,2024-05-27T09:55:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53989,Level Probe cleaning,LSH-18802,LSH-18802,3068,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-27-24 10:45 AM,2024-05-27T10:45:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53988,LSH-18802 CY-1823 LEVEL PROBE ROUTINE PM - DR04,LSH-18802,LSH-18802,3068,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:45 AM,2024-05-27T10:45:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53987,SCREW CONVEYOR PM,CV-2601,CV-2601,1438,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-16-24 10:08 AM,2024-05-16T10:08:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53986,CV-2601 - MECHANICAL PM,CV-2601,CV-2601,1438,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-16-24 10:08 AM,2024-05-16T10:08:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53985,SCREW CONVEYOR PM,CV-1823,CV-1823,1427,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 10:35 AM,2024-05-27T10:35:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53984,CV-1823 - MECHANICAL PM,CV-1823,CV-1823,1427,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 10:35 AM,2024-05-27T10:35:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53983,SCREW CONVEYOR PM,CV-1813D,CV-1813D,1426,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:50 AM,2024-05-27T09:50:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53982,CV-1813D - MECHANICAL PM,CV-1813D,CV-1813D,1426,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:50 AM,2024-05-27T09:50:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53981,SCREW CONVEYOR PM,CV-1812D,CV-1812D,1424,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:50 AM,2024-05-27T09:50:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53980,CV-1812D - MECHANICAL PM,CV-1812D,CV-1812D,1424,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:50 AM,2024-05-27T09:50:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53979,SCREW CONVEYOR PM,CV-1807,CV-1807,1422,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53978,CV-1807 - MECHANICAL PM,CV-1807,CV-1807,1422,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53977,SCREW CONVEYOR PM,CV-1805,CV-1805,1421,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53976,CV-1805 - MECHANICAL PM,CV-1805,CV-1805,1421,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53975,SCREW CONVEYOR PM,CV-1804D,CV-1804D,1420,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53974,CV-1804D - MECHANICAL PM,CV-1804D,CV-1804D,1420,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53973,DRAG CONVEYOR  P.M.,CV-1803D,CV-1803D,1418,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 10:16 AM,2024-05-27T10:16:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53972,CV-1803D - MECHANICAL PM,CV-1803D,CV-1803D,1418,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 10:16 AM,2024-05-27T10:16:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53971,SCREW CONVEYOR PM,CV-1802D,CV-1802D,1416,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53970,CV-1802D - MECHANICAL PM,CV-1802D,CV-1802D,1416,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,5-27-24 9:49 AM,2024-05-27T09:49:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53969,FEED SCREW - SCREW CONVEYOR PM,CV-1801D,CV-1801D,1414,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 9:54 AM,2024-05-27T09:54:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53968,CV-1801D - MECHANICAL PM,CV-1801D,CV-1801D,1414,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 9:54 AM,2024-05-27T09:54:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53967,SCREW CONVEYOR PM,CV-1747,CV-1747,1412,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,2-1-24 11:29 AM,2024-02-01T11:29:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53966,CV-1747 - MECHANICAL PM,CV-1747,CV-1747,1412,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,2-1-24 11:29 AM,2024-02-01T11:29:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53965,SCREW CONVEYOR PM,CV-1746,CV-1746,1411,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,2-1-24 11:29 AM,2024-02-01T11:29:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53964,CV-1746 - MECHANICAL PM,CV-1746,CV-1746,1411,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,2-1-24 11:29 AM,2024-02-01T11:29:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53963,DRAG CONVEYOR  P.M.,CV-1744,CV-1744,1410,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 10:24 AM,2024-05-27T10:24:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53962,CV-1744 - MECHANCIAL PM,CV-1744,CV-1744,1410,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-27-24 10:24 AM,2024-05-27T10:24:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-53961,Corn Probe Weekly PM,SA-2101,SA-2101,4865,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,2-5-24 7:30 AM,2024-02-05T07:30:00.000Z,2-8-24 5:21 PM,2024-02-08T17:21:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53960,SA-2101 CORN PROBE - MECHANICAL  PM,SA-2101,SA-2101,4865,,,1-1-24 1:47 AM,2024-01-01T01:47:00.000Z,2-5-24 7:30 AM,2024-02-05T07:30:00.000Z,2-5-24 7:30 AM,2024-02-05T07:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
