WorkOrder_Asset,WorkOrder_Description,Work_Order,Location,Location_Normalized,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site,Assets,Asset_Descriptions,Parent,IsProblematic,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned
2481,CHECK GAS FILTERS OR STRAINERS,23-31355,H-1801D,H-1801D,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,5-4-23 12:00 AM,2023-05-04T00:00:00.000Z,8-2-23 7:59 AM,2023-08-02T07:59:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,2481,DRYER D COMBUSTION AIR BURNER,,No,,,,,,,,,,
2481,PERFORM ALL OTHER WORK DEEMED NECESSARY,23-31356,H-1801D,H-1801D,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,5-4-23 12:00 AM,2023-05-04T00:00:00.000Z,8-2-23 7:59 AM,2023-08-02T07:59:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,2481,DRYER D COMBUSTION AIR BURNER,,No,,,,,,,,,,
,2100 AREA - MOTOR BEARING GREASING,23-31357,2100,2100,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-1-23 1:00 AM,2023-02-01T01:00:00.000Z,2-1-23 1:00 AM,2023-02-01T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,2100 AREA 6 MONTH GREASE PM,23-31358,2100,2100,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-1-23 1:00 AM,2023-02-01T01:00:00.000Z,2-2-23 5:17 PM,2023-02-02T17:17:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,PROCEDURE - REGREASING OPTIM/ TECO INDUCTION MOTOR,23-31359,2100,2100,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-1-23 12:00 AM,2023-02-01T00:00:00.000Z,2-2-23 5:17 PM,2023-02-02T17:17:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
3081,BIOTHANE FLOAT OP CHECK- (LSH-41401) - PM SERVICE,23-31360,LSH-41401,LSH-41401,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 12:30 AM,2023-02-06T00:30:00.000Z,2-6-23 12:30 AM,2023-02-06T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
3081,Check operation of biothane float in diked area,23-31361,LSH-41401,LSH-41401,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 12:30 AM,2023-02-06T00:30:00.000Z,2-7-23 10:29 AM,2023-02-07T10:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
1321,GENERAL EXHAUST FAN - (DEN-GEF) - PM SERVICE,23-31362,BU-DENA,BU-DENA,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-4-23 1:30 AM,2023-02-04T01:30:00.000Z,3-16-23 6:54 AM,2023-03-16T06:54:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
1321,General fan inspection and cleaning,23-31363,BU-DENA,BU-DENA,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-4-23 1:30 AM,2023-02-04T01:30:00.000Z,3-16-23 6:54 AM,2023-03-16T06:54:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
4865,SA-2101 CORN PROBE - MECHANICAL  PM,23-31364,SA-2101,SA-2101,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 7:30 AM,2023-02-06T07:30:00.000Z,2-10-23 4:25 PM,2023-02-10T16:25:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
4865,Corn Probe Weekly PM,23-31365,SA-2101,SA-2101,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 7:30 AM,2023-02-06T07:30:00.000Z,2-10-23 4:25 PM,2023-02-10T16:25:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,ELECTRIC HEAT TRACING CHECK - PM SERVICE,23-31366,3800,3800,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-1-23 8:00 AM,2023-02-01T08:00:00.000Z,2-1-23 3:00 AM,2023-02-01T03:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,ELECTRIC HEAT TRACE MONTHLY  CHECKS - ( SEP - APR),23-31367,3800,3800,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-1-23 8:00 AM,2023-02-01T08:00:00.000Z,2-3-23 3:23 PM,2023-02-03T15:23:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,P-1702A - OIL CHANGE/ PM SERVICE,23-31368,P-1702A,P-1702A,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,6-1-23 1:00 AM,2023-06-01T01:00:00.000Z,6-1-23 1:00 AM,2023-06-01T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,OIL CHANGE ON GOULDS PUMPS,23-31369,P-1702A,P-1702A,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,6-1-23 12:30 AM,2023-06-01T00:30:00.000Z,6-6-23 9:56 AM,2023-06-06T09:56:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,23-31370,P-1702A,P-1702A,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,6-1-23 12:15 AM,2023-06-01T00:15:00.000Z,6-6-23 9:56 AM,2023-06-06T09:56:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,CHECK THE IMPROSEALS FOR OIL LEAKAGE,23-31371,P-1702A,P-1702A,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,6-1-23 12:15 AM,2023-06-01T00:15:00.000Z,6-6-23 9:56 AM,2023-06-06T09:56:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,SAFETY SHOWER FLUSH & CHECK - PM SERVICE,23-31372,CHATHAM,CHATHAM,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 1:30 AM,2023-02-06T01:30:00.000Z,2-24-23 8:54 AM,2023-02-24T08:54:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,SAFETY SHOWER WEEKLY FLUSH,23-31373,CHATHAM,CHATHAM,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 1:30 AM,2023-02-06T01:30:00.000Z,2-24-23 8:54 AM,2023-02-24T08:54:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
7138,ACCULOAD SCULLY CABLE -PM SERVICE,23-31374,FQIC-2203,FQIC-2203,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-3-23 12:30 AM,2023-02-03T00:30:00.000Z,2-3-23 12:30 AM,2023-02-03T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
7138,ACCULOAD SCULLY CABLE BI-WEEKLY PM,23-31375,FQIC-2203,FQIC-2203,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-3-23 12:30 AM,2023-02-03T00:30:00.000Z,2-7-23 8:37 AM,2023-02-07T08:37:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
4868,SC-1301 - MECHANICAL CHECKS,23-31376,SC-1301,SC-1301,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 1:00 AM,2023-02-06T01:00:00.000Z,2-22-23 8:05 AM,2023-02-22T08:05:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
4868,SC-1301 MECHANICAL CHECKS,23-31377,SC-1301,SC-1301,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-6-23 1:00 AM,2023-02-06T01:00:00.000Z,2-22-23 8:05 AM,2023-02-22T08:05:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Clean Evaporator/Condenser Tubes on Chiller,23-31378,ME-3251,ME-3251,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-2-23 6:00 AM,2023-02-02T06:00:00.000Z,5-29-23 11:09 AM,2023-05-29T11:09:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,Clean Evaporator Tubes on Chiller,23-31379,ME-3251,ME-3251,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-2-23 6:00 AM,2023-02-02T06:00:00.000Z,5-29-23 11:09 AM,2023-05-29T11:09:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Annually Clean Condenser Tubes on Chiller,23-31380,ME-3251,ME-3251,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,2-3-23 12:00 PM,2023-02-03T12:00:00.000Z,5-29-23 11:09 AM,2023-05-29T11:09:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,General plant - Fire Alarm Inspection,23-31381,CHATHAM,CHATHAM,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,3-5-23 12:00 AM,2023-03-05T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,Inspection,23-31382,CHATHAM,CHATHAM,,,1-9-23 1:46 AM,2023-01-09T01:46:00.000Z,3-5-23 12:00 AM,2023-03-05T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
2481,BMS testing (prior to start-up) DR01,23-31383,H-1801D,H-1801D,,IAN.FINDLATER,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,5-4-23 12:00 AM,2023-05-04T00:00:00.000Z,5-19-23 2:04 PM,2023-05-19T14:04:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,2481,DRYER D COMBUSTION AIR BURNER,,No,,,,,,,,,,
2481,BMS testing (prior to start-up),23-31384,H-1801D,H-1801D,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,5-4-23 12:00 AM,2023-05-04T00:00:00.000Z,5-19-23 2:04 PM,2023-05-19T14:04:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,2481,DRYER D COMBUSTION AIR BURNER,,No,,,,,,,,,,
2481,Repair any problems found during testing,23-31385,H-1801D,H-1801D,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,5-4-23 12:00 AM,2023-05-04T00:00:00.000Z,5-19-23 2:04 PM,2023-05-19T14:04:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,2481,DRYER D COMBUSTION AIR BURNER,,No,,,,,,,,,,
2481,Re-test BMS (if needed),23-31386,H-1801D,H-1801D,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,5-4-23 12:00 AM,2023-05-04T00:00:00.000Z,5-19-23 2:04 PM,2023-05-19T14:04:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,2481,DRYER D COMBUSTION AIR BURNER,,No,,,,,,,,,,
1690,BASEMENT VENTILATION BLOWER MECHANICAL PM,23-31387,FA-2115,FA-2115,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-4-23 1:30 AM,2023-02-04T01:30:00.000Z,5-18-23 10:09 AM,2023-05-18T10:09:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
1690,EXHAULT/ SUPPLY AIR BLOWER PM,23-31388,FA-2115,FA-2115,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-4-23 1:30 AM,2023-02-04T01:30:00.000Z,5-18-23 10:09 AM,2023-05-18T10:09:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
7174,DRYER SCRUBBER PH PROBE PM,23-31389,AE-84404,AE-84404,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 1:00 AM,2023-02-02T01:00:00.000Z,2-2-23 12:30 AM,2023-02-02T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
7174,CONDUCTIVITY METER /PH PROBE CLEAN & CALIBRATE PM,23-31390,AE-84404,AE-84404,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 2:00 AM,2023-02-02T02:00:00.000Z,2-3-23 11:33 AM,2023-02-03T11:33:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Monday route - Fill plant salt boxes,23-31391,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-10-23 4:14 PM,2023-02-10T16:14:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,Monitor & fill salt boxes,23-31392,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 1:00 AM,2023-02-06T01:00:00.000Z,2-10-23 4:14 PM,2023-02-10T16:14:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Thursday route - Fill plant salt boxes,23-31393,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,2-2-23 1:00 AM,2023-02-02T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,Monitor & fill salt boxes,23-31394,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 1:00 AM,2023-02-02T01:00:00.000Z,2-7-23 6:06 AM,2023-02-07T06:06:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
1227,PH PROBE CLEANING AND CALIBRATION PM,23-31395,AT-13519,AT-13519,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,1-31-23 1:00 AM,2023-01-31T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
1227,PH PROBE CLEANING AND CALIBRATION WEEKLY PM,23-31396,AT-13519,AT-13519,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 1:00 AM,2023-02-02T01:00:00.000Z,1-31-23 4:13 PM,2023-01-31T16:13:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
1230,PH PROBE CLEANING AND CALIBRATION PM,23-31397,AT-14125,AT-14125,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,2-2-23 12:30 AM,2023-02-02T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
1230,PH PROBE CLEANING AND CALIBRATION WEEKLY PM,23-31398,AT-14125,AT-14125,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 1:00 AM,2023-02-02T01:00:00.000Z,2-3-23 11:34 AM,2023-02-03T11:34:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,INSULATION BLANKET AUDIT (PLANT WIDE),23-31399,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-1-23 4:00 PM,2023-02-01T16:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,INSULATION BLANKET AUDIT (PLANT WIDE),23-31400,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-1-23 12:00 AM,2023-02-01T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,MI-1201B - MECHANICAL PM,23-31401,MI-1201B,MI-1201B,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 1:00 AM,2023-02-06T01:00:00.000Z,2-10-23 4:14 PM,2023-02-10T16:14:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,MI-1201B - WEEKLY PM & ROTATION CHANGE,23-31402,MI-1201B,MI-1201B,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-10-23 4:14 PM,2023-02-10T16:14:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,MI-1201B - GREASE CHANGE OUT,23-31403,MI-1201B,MI-1201B,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-10-23 4:14 PM,2023-02-10T16:14:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Weekly Vibration check (GFE I/E),23-31404,MI-1201B,MI-1201B,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-10-23 4:14 PM,2023-02-10T16:14:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,MI-1201A - MECHANICAL PM,23-31405,MI-1201A,MI-1201A,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:30 AM,2023-02-02T00:30:00.000Z,2-2-23 2:00 AM,2023-02-02T02:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,HAMMERMILL WEEKLY PM & ROTATION CHANGE,23-31406,MI-1201A,MI-1201A,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,2-2-23 4:51 PM,2023-02-02T16:51:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Weekly Vibration check (GFE I/E),23-31407,MI-1201A,MI-1201A,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,2-2-23 4:51 PM,2023-02-02T16:51:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,COLD WEATHER PLAN (TOTE INSPECTION/AUDIT),23-31408,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 1:00 AM,2023-02-02T01:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,TOTE #1 250' PORTABLE HEAT TRACING,23-31409,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,TOTE #2 (2) SNAKE INSULATION BLANKETS,23-31410,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,TOTE #3 (2) SNAKE INSULATION BLANKETS,23-31411,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,"TOTE #4 (4) COATS, (4) BIBS, (10) GLOVES, HARD HAT LINERS, NECK WARMERS, (20) INFERNO PACKS",23-31412,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,TOTE#5 (4) 100' EXPLOSION PROOF EXTENSION CORDS,23-31413,CHATHAM,CHATHAM,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-2-23 12:00 AM,2023-02-02T00:00:00.000Z,3-1-23 3:50 PM,2023-03-01T15:50:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,5S AND STOCKROOM AUDIT-WEEKLY PM,23-31414,MAINTENANCE,MAINTENANCE,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:38 AM,2023-02-09T09:38:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
1293,BL-1804D - WEEKLY BEARING GREASING,23-31415,BL-1804D,BL-1804D,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-10-23 4:19 PM,2023-02-10T16:19:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,BL-1804D WEEKLY GREASING,23-31416,BL-1804D,BL-1804D,,,1-9-23 1:47 AM,2023-01-09T01:47:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-10-23 4:19 PM,2023-02-10T16:19:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",23-31417,2100,2100,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:38 AM,2023-02-09T09:38:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",23-31418,2100,2100,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 5:00 AM,2023-02-06T05:00:00.000Z,2-9-23 9:38 AM,2023-02-09T09:38:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-1500, 6500",23-31419,1500,1500,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:38 AM,2023-02-09T09:38:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-1500, 6500 (Distillation)",23-31420,1500,1500,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:38 AM,2023-02-09T09:38:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-1600, 1660, 1700",23-31421,1600,1600,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:39 AM,2023-02-09T09:39:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-1600, 1660, 1700 (Evaps, Corn oil, Decanyers)",23-31422,1600,1600,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:39 AM,2023-02-09T09:39:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-2200, 2300, 3200, 3600, 4100",23-31423,2200,2200,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:39 AM,2023-02-09T09:39:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-2200, 2300, 3200, 3600, 4100",23-31424,2200,2200,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:39 AM,2023-02-09T09:39:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-1830, 1840, DDG Cooler",23-31425,1800,1800,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:39 AM,2023-02-09T09:39:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-1830, 1840, DDG Cooler",23-31426,1800,1800,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-9-23 9:39 AM,2023-02-09T09:39:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",23-31427,2100,2100,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 12:00 AM,2023-02-06T00:00:00.000Z,2-6-23 12:30 AM,2023-02-06T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,,,,,,,,,,,,,,
,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",23-31428,2100,2100,,,1-9-23 1:48 AM,2023-01-09T01:48:00.000Z,2-6-23 2:30 AM,2023-02-06T02:30:00.000Z,2-8-23 7:06 AM,2023-02-08T07:06:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
